PERSON ID;OTHER PERSON ID;SUBJECT_IN_FRAME_ID;SEQUENCE;MODE;AVG;MAX;MIN
039;046;046;02;frontal_gaze;0.616158;0.999987;0.013454
039;046;046;02;looking_around;0.915137;1.000000;0.327570
039;046;046;02;looking_around_with_occlusion;0.714036;1.000000;0.045648
039;048;039;01;frontal_gaze;0.629742;0.982749;0.041434
039;048;039;01;looking_around;0.774593;1.000000;0.095472
039;048;039;01;looking_around_with_occlusion;0.479859;0.988624;0.042311
039;048;039;02;frontal_gaze;0.495993;0.971506;0.006078
039;048;039;02;looking_around;0.818684;1.000000;0.061009
039;048;039;02;looking_around_with_occlusion;0.866945;1.000000;0.153706
039;048;048;01;frontal_gaze;0.994509;1.000000;0.821663
039;048;048;01;looking_around;0.954813;1.000000;0.224231
039;048;048;01;looking_around_with_occlusion;0.987211;1.000000;0.763831
039;048;048;02;frontal_gaze;0.984322;1.000000;0.743460
039;048;048;02;looking_around;0.957095;1.000000;0.570054
039;048;048;02;looking_around_with_occlusion;0.909120;1.000000;0.028396
040;005;005;01;frontal_gaze;0.990663;1.000000;0.945811
040;005;005;01;looking_around;0.984349;1.000000;0.870995
040;005;005;01;looking_around_with_occlusion;0.939755;1.000000;0.331596
040;005;005;02;frontal_gaze;0.982522;1.000000;0.460175
040;005;005;02;looking_around_with_occlusion;0.966210;1.000000;0.772951
040;005;040;01;frontal_gaze;0.677487;0.991586;0.045134
040;005;040;01;looking_around;0.886900;1.000000;0.160336
040;005;040;01;looking_around_with_occlusion;0.731473;0.999998;0.059656
040;005;040;02;frontal_gaze;0.730381;0.997435;0.082397
040;005;040;02;looking_around;0.922219;1.000000;0.241255
040;005;040;02;looking_around_with_occlusion;0.964609;1.000000;0.564926
040;024;024;01;frontal_gaze;0.986150;1.000000;0.885787
040;024;024;01;looking_around;0.984603;1.000000;0.856161
040;024;024;01;looking_around_with_occlusion;0.997820;1.000000;0.943889
040;024;024;02;frontal_gaze;0.990360;1.000000;0.886438
040;024;024;02;looking_around;0.956583;1.000000;0.609953
040;024;024;02;looking_around_with_occlusion;0.989637;1.000000;0.895004
040;024;040;01;frontal_gaze;0.798128;0.999991;0.113866
040;024;040;01;looking_around;0.966505;1.000000;0.714014
040;024;040;01;looking_around_with_occlusion;0.909183;1.000000;0.289596
040;024;040;02;frontal_gaze;0.917754;1.000000;0.177135
040;024;040;02;looking_around;0.974311;1.000000;0.575407
040;024;040;02;looking_around_with_occlusion;0.994186;1.000000;0.916111
040;034;034;01;frontal_gaze;0.995452;1.000000;0.963174
040;034;034;01;looking_around;0.992437;1.000000;0.909098
